Municipality,Charging_stations
Luciana,0
Lucillo,0
Lucillos,0
Ludiente,0
Luelmo,0
Luena,0
Luesia,0
Luesma,0
Lugo,1
Lugros,0
Lumbier,0
Lumbrales,0
Lumbreras De Cameros,0
Lumpiaque,0
Luna,0
Lupiana,0
Lupiñén-Ortilla,0
Lupión,0
Luque,0
Luquin,0
Luyego,1
Luzaga,0
Luzaide/Valcarlos,0
Luzón,0
Láchar,0
Láncara,0
Láujar De Andarax,0
Lécera,0
Líjar,0
Lónguida/Longida,0
Lúcar,0
Lújar,0
Macael,0
Macastre,0
Maceda,0
Machacón,0
Macharaviaya,0
Macotera,0
Madarcos,0
Maderuelo,0
Madremanya,0
Madrid,62
Madridanos,0
Madridejos,0
Madrigal De La Vera,0
Madrigal De Las Altas Torres,0
Madrigal Del Monte,0
Madrigalejo,0
Madrigalejo Del Monte,0
Madrigueras,0
Madroñal,0
Madroñera,0
Maella,0
Maello,0
Magacela,0
Magallón,0
Magaz De Cepeda,0
Magaz De Pisuerga,0
Magaña,0
Maguilla,0
Magán,0
Mahamud,0
Mahide,0
Mahora,0
Maials,1
Maicas,0
Mainar,0
Maire De Castroponce,0
Mairena Del Alcor,0
Mairena Del Aljarafe,0
Maià De Montcal,0
Majadahonda,4
Majadas,0
Majaelrayo,0
Maján,0
Malaguilla,0
Malagón,0
Malanquilla,0
Malcocinado,0
Maldà,0
Maleján,0
Malgrat De Mar,0
Malla,0
Mallabia,0
Mallén,0
Malpartida,0
Malpartida De Corneja,0
Malpartida De Cáceres,0
Malpartida De La Serena,0
Malpartida De Plasencia,0
Malpica De Bergantiños,0
Malpica De Tajo,0
Maluenda,0
Malva,0
Malón,0
Mamblas,0
Mambrilla De Castrejón,0
Mambrillas De Lara,0
Mamolar,0
Manacor,2
Mancera De Abajo,0
Mancera De Arriba,0
Mancha Real,0
Manchita,0
Manchones,0
Manciles,0
Mancomunidad De Amezketa Y Ordizia,0
Mancomunidad De Beunza Y Juarbe,0
"Mancomunidad De Nalda, Sorzano Y Viguera",0
Mancomunidad De Villagatón Y Quintana Del Castillo,0
Mancor De La Vall,1
Mandayona,0
Manganeses De La Lampreana,0
Manganeses De La Polvorosa,0
Manilva,0
Manises,0
Manjabálago Y Ortigosa De Rioalmar,0
Manjarrés,0
Manlleu,0
Manquillos,0
Manresa,6
Mansilla De La Sierra,0
Mansilla De Las Mulas,0
Mansilla Mayor,0
Mantiel,0
Mantinos,0
Manuel,0
Manzanal De Arriba,3
Manzanal De Los Infantes,0
Manzanal Del Barco,0
Manzanares,2
Manzanares De Rioja,0
Manzanares El Real,1
Manzaneda,0
Manzaneque,0
Manzanera,0
Manzanilla,0
Manzanillo,0
Maqueda,0
Mara,0
Maracena,0
Maranchón,0
Marazoleja,0
Marazuela,0
Maraña,0
Marañón,0
Marbella,0
Marchagaz,0
Marchal,0
Marchamalo,0
Marchena,0
Marcilla,0
Marcilla De Campos,0
Margalef,0
Marganell,0
Maria De La Salut,0
Mariana,0
Marina De Cudeyo,0
Marinaleda,0
Marines,0
Marjaliza,0
Markina-Xemein,0
Marlín,0
Marmolejo,0
Marracos,0
Marratxí,2
Marrupe,0
Martiago,0
Martiherrero,0
Martinamor,0
Martorell,4
Martorelles,0
Martos,0
Martín De La Jara,0
Martín De Yeltes,0
Martín Del Río,0
Martín Miguel,0
Martín Muñoz De La Dehesa,1
Martín Muñoz De Las Posadas,0
Martínez,0
Marugán,0
Maruri-Jatabe,0
Marzales,0
Marçà,0
María,0
María De Huerva,0
Marín,0
Mas De Barberans,0
Mas De Las Matas,0
Masarac,0
Mascaraque,0
Masdenverge,0
Masegosa,0
Masegoso,0
Masegoso De Tajuña,0
Maside,0
Masllorenç,0
Maspujols,0
Masquefa,0
Massalavés,0
Massalcoreig,0
Massalfassar,0
Massamagrell,0
Massanassa,0
Massanes,0
Massoteres,0
Masueco,0
Mata De Alcántara,0
Mata De Cuéllar,0
Matabuena,0
Matadepera,1
Matadeón De Los Oteros,0
Matalebreras,0
Matallana De Torío,0
Matamala De Almazán,0
Matanza,0
Matapozuelos,0
Matarrubia,0
Mataró,3
Matet,0
Matilla De Arzón,0
Matilla De Los Caños,0
Matilla De Los Caños Del Río,0
Matilla La Seca,0
Matillas,0
Matute,0
Mayalde,0
Mayorga,0
Mazaleón,0
Mazarambroz,0
Mazarete,0
Mazaricos,0
Mazariegos,0
Mazarrón,0
Mazcuerras,0
Mazuecos,0
Mazuecos De Valdeginate,0
Mazuela,0
Maçanet De Cabrenys,0
Maçanet De La Selva,0
Mañaria,0
Mañeru,0
Mañón,0
Maó,2
Meaño,0
Mecerreyes,0
Meco,0
Medellín,0
Mediana De Aragón,0
Mediana De Voltoya,0
Medina De Las Torres,0
Medina De Pomar,0
Medina De Rioseco,0
Medina Del Campo,0
Medina Sidonia,0
Medinaceli,1
Medinilla,0
Medio Cudeyo,5
Mediona,0
Medranda,0
Medrano,0
Megeces,0
Megina,0
Meira,0
Meis,0
Mejorada,0
Mejorada Del Campo,0
Melgar De Abajo,0
Melgar De Arriba,0
Melgar De Fernamental,1
Melgar De Tera,0
Melgar De Yuso,0
Meliana,0
Melide,0
Melilla,0
Melque De Cercos,0
Melón,0
Membibre De La Hoz,0
Membribe De La Sierra,0
Membrilla,0
Membrillera,0
Membrío,0
Menasalbas,0
Mendaro,0
Mendata,0
Mendavia,0
Mendaza,0
Mendexa,0
Mendigorria,0
Meneses De Campos,0
Mengabril,0
Mengamuñoz,0
Mengíbar,0
Menàrguens,0
Mequinenza,0
Meranges,0
Merindad De Cuesta-Urria,0
Merindad De Montija,0
Merindad De Río Ubierna,1
Merindad De Sotoscueva,1
Merindad De Valdeporres,0
Merindad De Valdivielso,0
Meruelo,0
Mesas De Ibor,0
Mesegar De Corneja,0
Mesegar De Tajo,0
Mesones De Isuela,0
Mestanza,0
Mesía,0
Metauten,0
Mezalocha,0
Mezquita De Jarque,0
Meñaka,0
Miajadas,0
Mianos,0
Micereces De Tera,0
Micieces De Ojeda,0
Miedes De Aragón,0
Miedes De Atienza,0
Miengo,0
Miera,0
Mieres,3
Mieza,0
Miguel Esteban,0
Miguelturra,0
Migueláñez,0
Mijares,0
Mijas,0
Milagro,0
Milagros,1
Millana,0
Millanes,0
Millares,0
Millena,0
Milles De La Polvorosa,0
Milmarcos,0
Minas De Riotinto,0
Minaya,0
Minglanilla,0
Mingorría,0
Mira,0
Mirabel,0
Mirabueno,0
Miraflores De La Sierra,0
Mirafuentes,0
Miralcamp,0
Miralrío,0
Miramar,0
Mirambel,0
Miranda De Arga,0
Miranda De Azán,0
Miranda De Ebro,8
Miranda Del Castañar,0
Mirandilla,0
Miraveche,0
Miravet,0
Miravete De La Sierra,0
Mironcillo,0
Mirueña De Los Infanzones,0
Mislata,0
Miño,0
Miño De Medinaceli,0
Miño De San Esteban,0
Moaña,0
Mocejón,0
Mochales,0
Moclinejo,0
Moclín,0
Modúbar De La Emparedada,0
Moeche,0
Mogarraz,0
Moguer,0
Mogán,0
Mohedas De Granadilla,0
Mohedas De La Jara,0
Mohernando,0
Moixent/Mogente,0
Moià,0
Mojados,0
Mojácar,0
Molacillos,0
Molezuelas De La Carballeda,0
Molina De Aragón,0
Molina De Segura,0
Molinaseca,0
Molinicos,0
Molinillo,0
Molinos,0
Molinos De Duero,0
Molins De Rei,1
Molledo,0
Mollerussa,2
Mollet De Peralada,0
Mollet Del Vallès,10
Mollina,0
Molló,1
Molvízar,0
Mombeltrán,0
Momblona,0
Mombuey,0
Monachil,0
Monasterio,0
Monasterio De La Sierra,0
Monasterio De Rodilla,0
Monasterio De Vega,0
Moncada,0
Moncalvillo,0
Moncofa,0
Monda,0
Mondariz,0
Mondariz-Balneario,0
Mondoñedo,0
Mondéjar,0
Monegrillo,0
Monesma Y Cajigar,0
Monesterio,3
Moneva,0
Monfarracinos,0
Monfero,0
Monflorite-Lascasas,0
Monforte De La Sierra,0
Monforte De Lemos,0
Monforte De Moyuela,0
Monforte Del Cid,0
Monistrol De Calders,0
Monistrol De Montserrat,1
Monleras,0
Monleón,0
Monreal De Ariza,1
Monreal Del Campo,0
Monreal Del Llano,0
Monreal/Elo,0
Monroy,0
Monroyo,0
Monsagro,0
Monsalupe,0
Mont-Ral,0
Mont-Ras,1
Mont-Roig Del Camp,2
Montagut I Oix,0
Montalbanejo,0
Montalbo,0
Montalbán,0
Montalbán De Córdoba,0
Montalvos,0
Montamarta,0
Montanejos,0
Montanuy,0
Montarrón,0
Montaverner,0
Montblanc,3
Montbrió Del Camp,0
Montcada I Reixac,2
Montclar,0
Monte Comunal De Las Limitaciones De Las Améscoas,0
Monte De La Mata,0
Monte Revenga,0
Monteagudo,0
Monteagudo De Las Salinas,0
Monteagudo De Las Vicarías,0
Monteagudo Del Castillo,0
Montealegre De Campos,0
Montealegre Del Castillo,0
Montearagón,0
Montecorto,0
Montederramo,0
Montefrío,0
Montehermoso,0
Montejaque,0
Montejo,0
Montejo De Arévalo,0
Montejo De La Sierra,0
Montejo De La Vega De La Serrezuela,0
Montejo De Tiermes,0
Montejícar,0
Montellano,0
Montellà I Martinet,1
Montemayor,0
Montemayor De Pililla,0
Montemayor Del Río,0
Montemolín,0
Montenegro De Cameros,0
Monterde,0
Monterde De Albarracín,0
Monterrei,0
Monterroso,0
Monterrubio,0
Monterrubio De Armuña,0
Monterrubio De La Demanda,0
Monterrubio De La Serena,0
Monterrubio De La Sierra,0
Montesa,0
Montesclaros,0
Montesquiu,0
Montferrer I Castellbò,0
Montferri,0
Montgai,0
Montgat,1
Montiel,0
Montijo,0
Montilla,0
Montillana,0
Montitxelvo/Montichelvo,0
Montizón,0
Montmajor,0
Montmaneu,1
Montmeló,6
Montoliu De Lleida,0
Montoliu De Segarra,0
Montorio,0
Montornès De Segarra,0
Montornès Del Vallès,2
Montoro,0
Montroi/Montroy,0
Montseny,1
Montserrat,0
Monturque,0
Montuïri,0
Montán,0
Montánchez,0
Montón,0
Monzón,0
Monzón De Campos,0
Monòver/Monóvar,0
Mora,0
Mora De Rubielos,0
Moradillo De Roa,0
Moral De Calatrava,0
Moral De Hornuez,0
Moral De La Reina,0
Moral De Sayago,0
Moraleda De Zafayona,1
Moraleja,0
Moraleja De Enmedio,0
Moraleja De Las Panaderas,0
Moraleja De Matacabras,0
Moraleja De Sayago,0
Moraleja Del Vino,0
Morales De Campos,0
Morales De Rey,0
Morales De Toro,0
Morales De Valverde,0
Morales Del Vino,0
Moralina,0
Moralzarzal,0
Morasverdes,0
Morata De Jalón,0
Morata De Jiloca,0
Morata De Tajuña,0
Moratalla,0
Moratilla De Los Meleros,0
Moratinos,0
Moraña,0
Morcillo,0
Morcín,0
Moreda De Álava/Moreda Araba,0
Morella,0
Morelábor,0
Morenilla,0
Morentin,0
Moreruela De Los Infanzones,0
Moreruela De Tábara,0
Morga,0
Moriles,0
Morille,0
Moriscos,0
Moronta,0
Moros,0
Morés,0
Moríñigo,0
Morón De Almazán,0
Morón De La Frontera,0
Mos,0
Moscardón,0
Mosqueruela,0
Mota De Altarejos,0
Mota Del Cuervo,0
Mota Del Marqués,0
Motilla Del Palancar,1
Motilleja,0
Motril,1
Moya,0
Moyuela,0
Mozoncillo,0
Mozota,0
Mozárbez,0
Mucientes,0
Muduex,0
Mudá,0
Muel,0
Muelas De Los Caballeros,0
Muelas Del Pan,0
Mues,0
Muga De Sayago,0
Mugardos,0
Mula,0
Mundaka,0
Munera,0
Mungia,1
Muniesa,0
Munilla,0
Munitibar-Arbatzegi Gerrikaitz,0
Muntanyola,0
Munébrega,0
Mura,0
Muras,0
Murchante,0
Murcia,12
Murero,0
Murias De Paredes,0
Muriel,0
Muriel De La Fuente,0
Muriel Viejo,0
Murieta,0
Murillo De Gállego,0
Murillo De Río Leza,0
Murillo El Cuende,0
Murillo El Fruto,0
Murla,0
Muro,2
Muro De Aguas,0
Muro De Alcoy,0
Muro En Cameros,0
Muros,0
Muros De Nalón,0
Murtas,0
Murueta,0
Muruzábal,0
Museros,0
Muskiz,0
Mutiloa,0
Mutriku,0
Mutxamel,0
Muxika,0
Muxía,0
Muíños,0
Muñana,0
Muñico,0
Muñogalindo,0
Muñogrande,0
Muñomer Del Peco,0
Muñopedro,0
Muñopepe,0
Muñosancho,0
Muñotello,0
Muñoveros,0
Málaga,41
Málaga Del Fresno,0
Mélida,0
Méntrida,0
Mérida,5
Móra D'Ebre,1
Móra La Nova,2
Móstoles,1
Nabarniz,0
Nacimiento,0
Nafría De Ucero,0
Nalda,0
Nalec,0
Nambroca,0
Narboneta,0
Narrillos Del Rebollar,0
Narrillos Del Álamo,0
Narros,0
Narros De Matalayegua,0
Narros De Saldueña,0
Narros Del Castillo,0
Narros Del Puerto,0
Narón,1
Naut Aran,9
Nava,0
Nava De Arévalo,0
Nava De Béjar,0
Nava De Francia,0
Nava De La Asunción,0
Nava De Roa,0
Nava De Sotrobal,0
Nava Del Barco,0
Nava Del Rey,0
Navacarros,0
Navacepedilla De Corneja,0
Navacerrada,0
Navaconcejo,0
Navadijos,0
Navaescurial,0
Navafría,0
Navahermosa,0
Navahondilla,0
Navajas,0
Navajún,0
Naval,0
Navalacruz,0
Navalafuente,0
Navalagamella,0
Navalcarnero,0
Navalcán,0
Navaleno,0
Navales,0
Navalilla,0
Navalmanzano,0
Navalmoral,0
Navalmoral De Béjar,0
Navalmoral De La Mata,0
Navalmoralejo,0
Navalonguilla,0
Navalosa,0
Navalperal De Pinares,0
Navalperal De Tormes,0
Navalpino,0
Navaluenga,0
Navalvillar De Ibor,0
Navalvillar De Pela,0
Navamorales,0
Navamorcuende,0
Navaquesera,0
Navarcles,1
Navardún,0
Navares De Ayuso,0
Navares De Enmedio,0
Navares De Las Cuevas,0
Navaridas,0
Navarredonda De Gredos,0
Navarredonda De La Rinconada,0
Navarredonda Y San Mamés,0
Navarredondilla,0
Navarrete,0
Navarrevisca,0
Navarrés,0
Navas De Bureba,0
Navas De Estena,0
Navas De Jorquera,0
Navas De Oro,0
Navas De Riofrío,0
Navas De San Antonio,0
Navas De San Juan,0
Navas Del Madroño,0
Navas Del Rey,0
Navascués/Nabaskoze,0
Navasfrías,0
Navata,0
Navatalgordo,0
Navatejares,0
Navezuelas,0
Navia,0
Navia De Suarna,0
Navianos De Valverde,0
Navàs,2
Navès,0
Nazar,0
Nebreda,0
Neda,0
Negredo,0
Negreira,0
Negrilla De Palencia,0
Negueira De Muñiz,0
Neila,1
Neila De San Miguel,0
Nepas,0
Nerja,4
Nerpio,0
Nerva,0
Nestares,0
Nevada,0
Niebla,0
Nieva,0
Nieva De Cameros,0
Nigrán,0
Nigüelas,0
Nigüella,0
Niharra,0
Noalejo,0
Noblejas,0
Noceda Del Bierzo,0
Noez,0
Nogal De Las Huertas,0
Nogales,0
Nogueira De Ramuín,0
Noguera De Albarracín,0
Nogueras,0
Nogueruelas,0
Noia,0
Noja,1
Nolay,0
Nombela,0
Nombrevilla,0
Nonaspe,0
Noreña,0
Novales,0
Novallas,0
Novelda,0
Novelé/Novetlè,0
Noviercas,0
Novillas,0
Novés,0
Noáin (Valle De Elorz)/Noain (Elortzibar),0
Nueno,0
Nueva Carteya,0
Nueva Villa De Las Torres,0
Nuevo Baztán,0
Nuez De Ebro,0
Nules,0
Nulles,0
Numancia De La Sagra,0
Nuévalos,0
Nuño Gómez,0
Nuñomoral,0
Nàquera/Náquera,0
Nájera,0
Níjar,6
Nívar,0
O Barco De Valdeorras,0
O Bolo,0
O Carballiño,0
O Corgo,0
O Grove,0
O Incio,0
O Irixo,0
O Pereiro De Aguiar,0
O Pino,0
O Porriño,0
O Páramo,0
O Rosal,0
O Saviñao,0
O Valadouro,0
O Vicedo,0
Obanos,0
Obejo,0
Obón,0
Ocaña,0
Ocentejo,0
Ochagavía/Otsagabia,0
Ochánduri,0
Oco,0
Ocón,0
Odieta,0
Odèn,0
Odón,0
Oencia,0
Ogassa,0
Ogíjares,0
Ohanes,0
Oia,0
Oiartzun,1
Oiz,0
Ojacastro,0
Ojos Negros,0
Ojos-Albos,0
Ojén,0
Ojós,0
Okondo,0
Olaberria,0
Olaibar,0
Olazti/Olazagutía,0
Olba,0
Olea De Boedo,0
Oleiros,2
Olejua,0
Olesa De Bonesvalls,0
Olesa De Montserrat,0
Oliana,0
Oliete,0
Oliola,0
Olite/Erriberri,0
Olius,0
Oliva,3
Oliva De La Frontera,0
Oliva De Mérida,0
Oliva De Plasencia,0
Olivares,0
Olivares De Duero,0
Olivares De Júcar,0
Olivella,0
Olivenza,0
Ollauri,0
Olmeda De Cobeta,0
Olmeda De La Cuesta,0
Olmeda De Las Fuentes,0
Olmeda Del Rey,0
Olmedilla De Alarcón,0
Olmedilla De Eliz,0
Olmedillo De Roa,0
Olmedo,0
Olmedo De Camaces,0
Olmillos De Castro,0
Olmillos De Muñó,0
Olmos De Esgueva,0
Olmos De Ojeda,0
Olmos De Peñafiel,0
Olocau,0
Olocau Del Rey,0
Olombrada,0
Olost,0
Olot,3
Olula De Castro,0
Olula Del Río,0
Olvan,0
Olvena,0
Olvera,0
Olvés,0
Olèrdola,0
Olías Del Rey,0
Olóriz/Oloritz,0
Oncala,0
Onda,0
Ondara,11
Ondarroa,0
Onil,0
Ontinyent,0
Ontiñena,0
Ontur,0
Ontígola,0
Onzonilla,0
Onís,3
Oquillas,0
Orba,0
Orbaizeta,0
Orbaneja Riopico,0
Orbara,0
Orbita,0
Orcajo,0
Orce,0
Orcera,0
Ordes,1
Ordis,0
Ordizia,0
Orea,0
Orejana,0
Orellana De La Sierra,0
Orellana La Vieja,0
Orendain,0
Orera,0
Orexa,0
Organyà,0
Orgaz,0
Oria,0
Orihuela,6
Orihuela Del Tremedal,0
Orio,0
Oristà,0
Orkoien,0
Ormaiztegi,0
Oronz/Orontze,0
Oropesa,1
Oroso,1
Oroz-Betelu/Orotz-Betelu,0
Orozko,0
Orpesa/Oropesa Del Mar,0
Orpí,0
Orreaga/Roncesvalles,0
Orrios,0
Ortigosa De Cameros,0
Ortigosa De Pestaño,0
Ortigosa Del Monte,0
Ortigueira,0
Ortuella,0
Orusco De Tajuña,0
Orxeta,0
Orés,0
Orís,0
Orísoain,0
Os Blancos,0
Os De Balaguer,0
Osa De La Vega,0
Oseja,0
Oseja De Sajambre,0
Osera De Ebro,0
Osor,0
Osornillo,0
Osorno La Mayor,0
Ossa De Montiel,0
Osso De Cinca,0
Ossó De Sió,0
Osuna,0
Oteiza,0
Otero,0
Otero De Bodas,0
Otero De Herreros,0
Otos,0
Otxandio,0
Otívar,0
Ourense,0
Ourol,0
Outeiro De Rei,1
Outes,0
Oviedo,5
Oyón-Oion,0
Oza-Cesuras,0
Oímbra,0
Oña,0
Oñati,1
Pacs Del Penedès,0
Paderne,0
Paderne De Allariz,0
Padiernos,0
Padilla De Abajo,0
Padilla De Arriba,0
Padrenda,0
Padrones De Bureba,0
Padrón,0
Padul,0
Padules,0
Paiporta,0
Pajarejos,0
Pajares De Adaja,0
Pajares De La Laguna,0
Pajares De La Lampreana,0
Pajares De Los Oteros,0
Pajaroncillo,0
Pajarón,0
Palacios De Goda,1
Palacios De La Sierra,0
Palacios De La Valduerna,0
Palacios De Riopisuerga,0
Palacios De Sanabria,0
Palacios Del Arzobispo,0
Palacios Del Pan,0
Palacios Del Sil,0
Palaciosrubios,0
Palafolls,0
Palafrugell,0
Palamós,1
Palanques,0
Palas De Rei,0
Palau De Santa Eulàlia,0
Palau-Sator,0
Palau-Saverdera,0
Palau-Solità I Plegamans,0
Palazuelo De Vedija,0
Palazuelos De Eresma,0
Palazuelos De La Sierra,0
Palazuelos De Muñó,0
Palencia,11
Palencia De Negrilla,0
Palenciana,0
Palenzuela,0
Pallejà,3
Palma,9
Palma De Gandía,0
Palma Del Río,0
Palmera,0
Palo,0
Palol De Revardit,0
Palomar De Arroyos,0
Palomares Del Campo,0
Palomares Del Río,0
Palomas,0
Palomeque,0
Palomera,0
Palomero,0
Palos De La Frontera,0
Pals,0
Pampaneira,0
Pampliega,0
Pamplona/Iruña,3
Pancorbo,3
Pancrudo,0
Paniza,0
Panticosa,2
Pantoja,0
Pantón,0
Papatrigo,0
Paracuellos,0
Paracuellos De Jarama,2
Paracuellos De Jiloca,0
Paracuellos De La Ribera,0
Parada De Arriba,0
Parada De Rubiales,0
Parada De Sil,0
Paradas,0
Paradela,0
Paradinas De San Juan,0
Parauta,0
Parcent,0
Pardilla,1
Pardines,0
Pardos,0
Paredes,0
Paredes De Escalona,0
Paredes De Nava,0
Paredes De Sigüenza,0
Pareja,0
Parets Del Vallès,2
Parla,0
Parlavà,0
Parres,0
Parrillas,0
Partaloa,0
Partido De La Sierra En Tobalina,0
Parzoneria De Entzia,0
Parzonería General De Guipúzcoa Y Álava,0
Pasaia,0
Pasarón De La Vera,0
Pascualcobo,0
Passanant I Belltall,0
Pastores,0
Pastrana,0
Pastriz,0
Paterna,5
Paterna De Rivera,0
Paterna Del Campo,0
Paterna Del Madera,0
Paterna Del Río,0
Patones,0
Pau,1
Pavías,0
Paymogo,0
Payo De Ojeda,0
Pazos De Borbén,0
Pazuengos,0
Paüls,1
Peal De Becerro,0
Pechina,0
Pedrafita Do Cebreiro,0
Pedrajas De San Esteban,0
Pedralba,0
Pedralba De La Pradería,0
Pedraza,0
Pedraza De Alba,0
Pedraza De Campos,0
Pedreguer,1
Pedrera,0
Pedret I Marzà,0
Pedrezuela,0
Pedro Abad,0
Pedro Bernardo,0
Pedro Martínez,0
Pedro Muñoz,0
Pedro-Rodríguez,0
Pedroche,0
Pedrola,0
Pedrosa De Duero,0
Pedrosa De La Vega,0
Pedrosa De Río Úrbel,0
Pedrosa Del Príncipe,0
Pedrosa Del Páramo,0
Pedrosa Del Rey,0
Pedrosillo De Alba,0
Pedrosillo De Los Aires,0
Pedrosillo El Ralo,0
Pedroso,0
Pedroso De Acim,0
Pegalajar,0
Pego,2
Peguerinos,0
Pelabravo,0
Pelahustán,0
Pelarrodríguez,0
Pelayos,0
Pelayos De La Presa,0
Pelayos Del Arroyo,0
Peleagonzalo,0
Peleas De Abajo,0
Peligros,0
Penagos,1
Penelles,0
Penàguila,0
Peníscola/Peñíscola,1
Pepino,0
Peque,0
Peracense,0
Perafita,0
Perafort,0
Peral De Arlanza,0
Peralada,2
Peraleda De La Mata,0
Peraleda De San Román,0
Peraleda Del Zaucejo,0
Peralejos,0
Peralejos De Abajo,0
Peralejos De Arriba,0
Peralejos De Las Truchas,0
Perales,0
Perales De Tajuña,0
Perales Del Alfambra,0
Perales Del Puerto,0
Peralta De Alcofea,0
Peralta De Calasanz,0
Peralta/Azkoien,0
Peraltilla,0
Peralveche,0
Peramola,0
Peranzanes,0
Perarrúa,0
Perdiguera,0
Pereruela,0
Pereña De La Ribera,0
Periana,0
Perilla De Castro,0
Peromingo,0
Perosillo,0
Pertusa,0
Pesaguero,0
Pescueza,0
Pesoz,0
Pesquera,0
Pesquera De Duero,0
Petilla De Aragón,0
Petra,1
Petrer,2
Petrés,0
Petín,0
Pezuela De Las Torres,0
Peñacaballera,0
Peñacerrada-Urizaharra,0
Peñafiel,0
Peñaflor,0
Peñaflor De Hornija,0
Peñalba,0
Peñalba De Ávila,0
Peñalsordo,0
Peñalver,0
Peñalén,0
Peñamellera Alta,0
Peñamellera Baja,0
Peñaparda,0
Peñaranda De Bracamonte,0
Peñaranda De Duero,0
Peñarandilla,0
Peñarroya De Tastavins,0
Peñarroya-Pueblonuevo,0
Peñarrubia,0
Peñas De San Pedro,0
Peñascosa,0
Peñausende,0
Peñón De Alhucemas,0
Peñón De Vélez De La Gomera,0
Picanya,0
Picassent,1
Picón,0
Piedrabuena,0
Piedrahita De Castro,0
Piedrahíta,0
Piedralaves,0
Piedramillera,0
Piedras Albas,0
Piedratajada,0
Piera,0
Pilar De La Horadada,0
Pilas,0
Piles,0
Piloña,0
Pina De Ebro,0
Pina De Montalgrao,0
Pinarejo,0
Pinarejos,0
Pinarnegrillo,0
Pineda De Gigüela,0
Pineda De La Sierra,0
Pineda De Mar,0
Pineda Trasmonte,0
Pinedas,0
Pinell De Solsonès,0
Pinet,0
Pinilla De Jadraque,0
Pinilla De Los Barruecos,0
Pinilla De Los Moros,0
Pinilla De Molina,0
Pinilla De Toro,0
Pinilla Del Campo,0
Pinilla Del Valle,0
Pinilla Trasmonte,0
Pinillos,0
Pino Del Oro,0
Pino Del Río,0
Pinofranqueado,0
Pinos Genil,0
Pinos Puente,0
Pinseque,0
Pinto,0
Pinós,0
Piornal,0
Pioz,0
Piqueras,0
Piqueras Del Castillo,0
Pira,0
Piracés,0
Pitarque,0
Pitiegua,0
Pitillas,0
Pizarra,1
Pizarral,0
Piélagos,0
Piérnigas,0
Piña De Campos,0
Piña De Esgueva,0
Piñel De Abajo,0
Piñel De Arriba,0
Piñor,0
Piñuécar-Gandullas,0
Plan,0
Planes,0
Planoles,0
Plasencia,0
Plasencia De Jalón,0
Plasenzuela,0
Pleitas,0
Plenas,0
Plentzia,0
Pliego,0
Plou,0
Población De Arroyo,0
Población De Campos,0
Población De Cerrato,0
Pobladura De Pelayo García,0
Pobladura De Valderaduey,0
Pobladura Del Valle,0
Poblete,0
Poboleda,0
Poio,0
Pol,0
Polaciones,0
Polanco,0
Polentinos,0
Poleñino,0
Polinyà,1
Polinyà De Xúquer,0
Pollença,2
Pollos,0
Polop,0
Polopos,0
Polán,0
Polícar,0
Pomar De Valdivia,0
Pomer,0
Ponferrada,1
Ponga,0
Pont De Molins,1
Ponte Caldelas,0
Ponteareas,0
Ponteceso,0
Pontecesures,0
Pontedeume,0
Pontedeva,0
Pontevedra,0
Pontils,0
Pontons,0
Ponts,2
Pontós,0
Porcuna,0
Porqueira,0
Porqueres,0
Porrera,0
Porreres,0
Portaje,0
Portalrubio De Guadamejud,0
Portas,0
Portbou,0
Portell De Morella,0
Portezuelo,0
Portilla,0
Portillo,0
Portillo De Soria,0
Portillo De Toledo,0
Porto,0
Porto Do Son,0
Portomarín,0
Portugalete,0
Porzuna,0
Posada De Valdeón,0
Posadas,0
Potes,0
Potries,0
Poveda,0
Poveda De La Sierra,0
Poveda De Las Cintas,0
Povedilla,0
Poyales Del Hoyo,0
Poyatos,0
Poza De La Sal,0
Poza De La Vega,0
Pozal De Gallinas,0
Pozaldez,0
Pozalmuro,0
Pozanco,0
Pozo Alcón,0
Pozo Cañada,0
Pozo De Almoguera,0
Pozo De Guadalajara,0
Pozo De Urama,0
Pozo-Lorente,0
Pozoamargo,0
Pozoantiguo,0
Pozoblanco,0
Pozohondo,0
Pozondón,0
Pozorrubielos De La Mancha,0
Pozorrubio De Santiago,0
Pozos De Hinojo,0
Pozuel De Ariza,0
Pozuel Del Campo,0
Pozuelo,0
Pozuelo De Alarcón,7
Pozuelo De Aragón,0
Pozuelo De Calatrava,0
Pozuelo De La Orden,0
Pozuelo De Tábara,0
Pozuelo De Zarzón,0
Pozuelo Del Páramo,0
Pozuelo Del Rey,0
Pozán De Vero,0
Pradejón,0
Pradell De La Teixeta,0
Prades,0
Pradilla De Ebro,0
Pradillo,0
Prado,0
Prado De La Guzpeña,0
Prado Del Rey,0
Pradoluengo,0
Prados Redondos,0
Pradosegar,0
Prat De Comte,0
Pratdip,0
Prats De Lluçanès,0
Prats I Sansor,0
Pravia,0
Preixana,0
Preixens,0
Premià De Dalt,0
Premià De Mar,2
Presencio,0
Priaranza Del Bierzo,0
Priego,0
Priego De Córdoba,0
Prioro,0
Proaza,1
Prullans,0
Pruna,0
Prádanos De Bureba,0
Prádanos De Ojeda,0
Prádena,0
Prádena De Atienza,0
Prádena Del Rincón,0
Préjano,0
Puebla De Albortón,0
Puebla De Alcocer,0
Puebla De Almenara,0
Puebla De Arenoso,0
Puebla De Azaba,0
Puebla De Beleña,0
