Municipality,M4_raw
Luciana,0
Lucillo,3
Lucillos,0
Ludiente,0
Luelmo,0
Luena,4
Luesia,0
Luesma,0
Lugo,38
Lugros,0
Lumbier,3
Lumbrales,0
Lumbreras De Cameros,0
Lumpiaque,0
Luna,1
Lupiana,0
Lupiñén-Ortilla,0
Lupión,0
Luque,0
Luquin,1
Luyego,1
Luzaga,0
Luzaide/Valcarlos,0
Luzón,1
Láchar,10
Láncara,14
Láujar De Andarax,0
Lécera,0
Líjar,0
Lónguida/Longida,5
Lúcar,0
Lújar,0
Macael,0
Macastre,0
Maceda,4
Machacón,0
Macharaviaya,0
Macotera,1
Madarcos,0
Maderuelo,0
Madremanya,1
Madrid,5019
Madridanos,0
Madridejos,1
Madrigal De La Vera,0
Madrigal De Las Altas Torres,0
Madrigal Del Monte,0
Madrigalejo,0
Madrigalejo Del Monte,2
Madrigueras,0
Madroñal,0
Madroñera,1
Maella,0
Maello,0
Magacela,1
Magallón,0
Magaz De Cepeda,0
Magaz De Pisuerga,0
Magaña,0
Maguilla,1
Magán,0
Mahamud,0
Mahide,0
Mahora,0
Maials,0
Maicas,0
Mainar,1
Maire De Castroponce,1
Mairena Del Alcor,1
Mairena Del Aljarafe,26
Maià De Montcal,1
Majadahonda,157
Majadas,0
Majaelrayo,0
Maján,0
Malaguilla,0
Malagón,3
Malanquilla,0
Malcocinado,0
Maldà,4
Maleján,0
Malgrat De Mar,0
Malla,0
Mallabia,20
Mallén,2
Malpartida,0
Malpartida De Corneja,0
Malpartida De Cáceres,3
Malpartida De La Serena,0
Malpartida De Plasencia,1
Malpica De Bergantiños,1
Malpica De Tajo,0
Maluenda,1
Malva,0
Malón,0
Mamblas,0
Mambrilla De Castrejón,1
Mambrillas De Lara,1
Mamolar,0
Manacor,70
Mancera De Abajo,0
Mancera De Arriba,0
Mancha Real,0
Manchita,1
Manchones,0
Manciles,0
Mancomunidad De Amezketa Y Ordizia,0
Mancomunidad De Beunza Y Juarbe,0
"Mancomunidad De Nalda, Sorzano Y Viguera",0
Mancomunidad De Villagatón Y Quintana Del Castillo,0
Mancor De La Vall,1
Mandayona,2
Manganeses De La Lampreana,1
Manganeses De La Polvorosa,0
Manilva,6
Manises,24
Manjabálago Y Ortigosa De Rioalmar,0
Manjarrés,0
Manlleu,7
Manquillos,0
Manresa,100
Mansilla De La Sierra,0
Mansilla De Las Mulas,0
Mansilla Mayor,2
Mantiel,0
Mantinos,1
Manuel,0
Manzanal De Arriba,1
Manzanal De Los Infantes,0
Manzanal Del Barco,0
Manzanares,0
Manzanares De Rioja,0
Manzanares El Real,11
Manzaneda,0
Manzaneque,0
Manzanera,2
Manzanilla,0
Manzanillo,0
Maqueda,0
Mara,0
Maracena,22
Maranchón,4
Marazoleja,0
Marazuela,0
Maraña,0
Marañón,0
Marbella,247
Marchagaz,0
Marchal,0
Marchamalo,2
Marchena,0
Marcilla,2
Marcilla De Campos,0
Margalef,0
Marganell,0
Maria De La Salut,1
Mariana,0
Marina De Cudeyo,18
Marinaleda,0
Marines,0
Marjaliza,0
Markina-Xemein,8
Marlín,0
Marmolejo,0
Marracos,0
Marratxí,47
Marrupe,0
Martiago,0
Martiherrero,0
Martinamor,0
Martorell,14
Martorelles,22
Martos,0
Martín De La Jara,0
Martín De Yeltes,1
Martín Del Río,0
Martín Miguel,0
Martín Muñoz De La Dehesa,0
Martín Muñoz De Las Posadas,1
Martínez,0
Marugán,0
Maruri-Jatabe,0
Marzales,0
Marçà,2
María,0
María De Huerva,1
Marín,2
Mas De Barberans,0
Mas De Las Matas,0
Masarac,0
Mascaraque,2
Masdenverge,0
Masegosa,0
Masegoso,0
Masegoso De Tajuña,1
Maside,1
Masllorenç,0
Maspujols,1
Masquefa,4
Massalavés,0
Massalcoreig,0
Massalfassar,2
Massamagrell,0
Massanassa,0
Massanes,0
Massoteres,0
Masueco,1
Mata De Alcántara,0
Mata De Cuéllar,0
Matabuena,0
Matadepera,6
Matadeón De Los Oteros,0
Matalebreras,2
Matallana De Torío,0
Matamala De Almazán,0
Matanza,0
Matapozuelos,1
Matarrubia,0
Mataró,46
Matet,1
Matilla De Arzón,0
Matilla De Los Caños,0
Matilla De Los Caños Del Río,1
Matilla La Seca,0
Matillas,0
Matute,0
Mayalde,0
Mayorga,1
Mazaleón,0
Mazarambroz,0
Mazarete,2
Mazaricos,9
Mazariegos,0
Mazarrón,13
Mazcuerras,3
Mazuecos,1
Mazuecos De Valdeginate,0
Mazuela,0
Maçanet De Cabrenys,2
Maçanet De La Selva,0
Mañaria,4
Mañeru,2
Mañón,0
Maó,52
Meaño,7
Mecerreyes,0
Meco,6
Medellín,1
Mediana De Aragón,0
Mediana De Voltoya,0
Medina De Las Torres,0
Medina De Pomar,1
Medina De Rioseco,0
Medina Del Campo,2
Medina Sidonia,0
Medinaceli,2
Medinilla,0
Medio Cudeyo,9
Mediona,2
Medranda,0
Medrano,0
Megeces,0
Megina,0
Meira,0
Meis,12
Mejorada,0
Mejorada Del Campo,29
Melgar De Abajo,1
Melgar De Arriba,1
Melgar De Fernamental,1
Melgar De Tera,0
Melgar De Yuso,0
Meliana,0
Melide,7
Melilla,137
Melque De Cercos,0
Melón,0
Membibre De La Hoz,0
Membribe De La Sierra,0
Membrilla,0
Membrillera,0
Membrío,1
Menasalbas,0
Mendaro,4
Mendata,0
Mendavia,1
Mendaza,5
Mendexa,7
Mendigorria,1
Meneses De Campos,0
Mengabril,1
Mengamuñoz,0
Mengíbar,0
Menàrguens,1
Mequinenza,1
Meranges,0
Merindad De Cuesta-Urria,1
Merindad De Montija,1
Merindad De Río Ubierna,6
Merindad De Sotoscueva,5
Merindad De Valdeporres,2
Merindad De Valdivielso,3
Meruelo,2
Mesas De Ibor,0
Mesegar De Corneja,0
Mesegar De Tajo,0
Mesones De Isuela,0
Mestanza,0
Mesía,12
Metauten,2
Mezalocha,0
Mezquita De Jarque,0
Meñaka,8
Miajadas,0
Mianos,0
Micereces De Tera,0
Micieces De Ojeda,0
Miedes De Aragón,0
Miedes De Atienza,0
Miengo,4
Miera,6
Mieres,19
Mieza,0
Miguel Esteban,0
Miguelturra,0
Migueláñez,1
Mijares,0
Mijas,63
Milagro,1
Milagros,0
Millana,0
Millanes,0
Millares,0
Millena,0
Milles De La Polvorosa,0
Milmarcos,0
Minas De Riotinto,3
Minaya,0
Minglanilla,0
Mingorría,0
Mira,0
Mirabel,1
Mirabueno,0
Miraflores De La Sierra,4
Mirafuentes,0
Miralcamp,1
Miralrío,0
Miramar,4
Mirambel,0
Miranda De Arga,1
Miranda De Azán,0
Miranda De Ebro,21
Miranda Del Castañar,0
Mirandilla,0
Miraveche,0
Miravet,0
Miravete De La Sierra,0
Mironcillo,0
Mirueña De Los Infanzones,0
Mislata,6
Miño,12
Miño De Medinaceli,0
Miño De San Esteban,0
Moaña,25
Mocejón,0
Mochales,0
Moclinejo,0
Moclín,11
Modúbar De La Emparedada,3
Moeche,0
Mogarraz,0
Moguer,4
Mogán,0
Mohedas De Granadilla,0
Mohedas De La Jara,0
Mohernando,0
Moixent/Mogente,0
Moià,3
Mojados,0
Mojácar,23
Molacillos,1
Molezuelas De La Carballeda,0
Molina De Aragón,2
Molina De Segura,23
Molinaseca,0
Molinicos,2
Molinillo,0
Molinos,0
Molinos De Duero,0
Molins De Rei,116
Molledo,4
Mollerussa,0
Mollet De Peralada,0
Mollet Del Vallès,64
Mollina,0
Molló,0
Molvízar,2
Mombeltrán,0
Momblona,0
Mombuey,0
Monachil,69
Monasterio,0
Monasterio De La Sierra,0
Monasterio De Rodilla,0
Monasterio De Vega,0
Moncada,2
Moncalvillo,0
Moncofa,2
Monda,4
Mondariz,12
Mondariz-Balneario,2
Mondoñedo,12
Mondéjar,5
Monegrillo,1
Monesma Y Cajigar,0
Monesterio,0
Moneva,0
Monfarracinos,1
Monfero,1
Monflorite-Lascasas,0
Monforte De La Sierra,0
Monforte De Lemos,1
Monforte De Moyuela,1
Monforte Del Cid,0
Monistrol De Calders,0
Monistrol De Montserrat,4
Monleras,0
Monleón,0
Monreal De Ariza,0
Monreal Del Campo,1
Monreal Del Llano,0
Monreal/Elo,1
Monroy,1
Monroyo,0
Monsagro,0
Monsalupe,0
Mont-Ral,0
Mont-Ras,4
Mont-Roig Del Camp,22
Montagut I Oix,0
Montalbanejo,0
Montalbo,0
Montalbán,1
Montalbán De Córdoba,2
Montalvos,0
Montamarta,1
Montanejos,0
Montanuy,8
Montarrón,0
Montaverner,0
Montblanc,2
Montbrió Del Camp,0
Montcada I Reixac,171
Montclar,0
Monte Comunal De Las Limitaciones De Las Améscoas,0
Monte De La Mata,0
Monte Revenga,0
Monteagudo,0
Monteagudo De Las Salinas,0
Monteagudo De Las Vicarías,0
Monteagudo Del Castillo,0
Montealegre De Campos,1
Montealegre Del Castillo,1
Montearagón,0
Montecorto,0
Montederramo,0
Montefrío,1
Montehermoso,0
Montejaque,1
Montejo,0
Montejo De Arévalo,0
Montejo De La Sierra,0
Montejo De La Vega De La Serrezuela,0
Montejo De Tiermes,0
Montejícar,0
Montellano,0
Montellà I Martinet,1
Montemayor,0
Montemayor De Pililla,3
Montemayor Del Río,0
Montemolín,0
Montenegro De Cameros,0
Monterde,0
Monterde De Albarracín,0
Monterrei,1
Monterroso,10
Monterrubio,0
Monterrubio De Armuña,1
Monterrubio De La Demanda,0
Monterrubio De La Serena,0
Monterrubio De La Sierra,0
Montesa,0
Montesclaros,0
Montesquiu,0
Montferrer I Castellbò,0
Montferri,0
Montgai,1
Montgat,74
Montiel,0
Montijo,0
Montilla,0
Montillana,0
Montitxelvo/Montichelvo,0
Montizón,2
Montmajor,2
Montmaneu,0
Montmeló,1
Montoliu De Lleida,3
Montoliu De Segarra,0
Montorio,1
Montornès De Segarra,1
Montornès Del Vallès,1
Montoro,0
Montroi/Montroy,0
Montseny,1
Montserrat,3
Monturque,0
Montuïri,4
Montán,2
Montánchez,0
Montón,0
Monzón,1
Monzón De Campos,1
Monòver/Monóvar,3
Mora,0
Mora De Rubielos,0
Moradillo De Roa,0
Moral De Calatrava,0
Moral De Hornuez,0
Moral De La Reina,0
Moral De Sayago,0
Moraleda De Zafayona,1
Moraleja,1
Moraleja De Enmedio,20
Moraleja De Las Panaderas,0
Moraleja De Matacabras,0
Moraleja De Sayago,0
Moraleja Del Vino,0
Morales De Campos,0
Morales De Rey,0
Morales De Toro,0
Morales De Valverde,0
Morales Del Vino,1
Moralina,1
Moralzarzal,19
Morasverdes,0
Morata De Jalón,0
Morata De Jiloca,0
Morata De Tajuña,7
Moratalla,0
Moratilla De Los Meleros,2
Moratinos,0
Moraña,0
Morcillo,0
Morcín,0
Moreda De Álava/Moreda Araba,1
Morella,0
Morelábor,0
Morenilla,0
Morentin,1
Moreruela De Los Infanzones,1
Moreruela De Tábara,0
Morga,9
Moriles,1
Morille,1
Moriscos,1
Moronta,0
Moros,0
Morés,0
Moríñigo,0
Morón De Almazán,0
Morón De La Frontera,0
Mos,25
Moscardón,0
Mosqueruela,0
Mota De Altarejos,0
Mota Del Cuervo,0
Mota Del Marqués,0
Motilla Del Palancar,0
Motilleja,0
Motril,19
Moya,1
Moyuela,1
Mozoncillo,0
Mozota,0
Mozárbez,0
Mucientes,1
Muduex,0
Mudá,0
Muel,0
Muelas De Los Caballeros,0
Muelas Del Pan,1
Mues,1
Muga De Sayago,0
Mugardos,4
Mula,0
Mundaka,3
Munera,0
Mungia,31
Muniesa,0
Munilla,0
Munitibar-Arbatzegi Gerrikaitz,5
Muntanyola,0
Munébrega,0
Mura,3
Muras,4
Murchante,0
Murcia,618
Murero,0
Murias De Paredes,0
Muriel,0
Muriel De La Fuente,1
Muriel Viejo,0
Murieta,2
Murillo De Gállego,1
Murillo De Río Leza,0
Murillo El Cuende,3
Murillo El Fruto,2
Murla,2
Muro,20
Muro De Aguas,1
Muro De Alcoy,9
Muro En Cameros,0
Muros,0
Muros De Nalón,0
Murtas,1
Murueta,2
Muruzábal,1
Museros,0
Muskiz,44
Mutiloa,0
Mutriku,3
Mutxamel,40
Muxika,21
Muxía,9
Muíños,0
Muñana,0
Muñico,0
Muñogalindo,0
Muñogrande,0
Muñomer Del Peco,0
Muñopedro,0
Muñopepe,0
Muñosancho,0
Muñotello,0
Muñoveros,0
Málaga,1193
Málaga Del Fresno,0
Mélida,1
Méntrida,0
Mérida,69
Móra D'Ebre,2
Móra La Nova,3
Móstoles,213
Nabarniz,0
Nacimiento,0
Nafría De Ucero,1
Nalda,0
Nalec,1
Nambroca,1
Narboneta,0
Narrillos Del Rebollar,0
Narrillos Del Álamo,0
Narros,0
Narros De Matalayegua,0
Narros De Saldueña,0
Narros Del Castillo,0
Narros Del Puerto,0
Narón,77
Naut Aran,7
Nava,0
Nava De Arévalo,0
Nava De Béjar,2
Nava De Francia,0
Nava De La Asunción,0
Nava De Roa,1
Nava De Sotrobal,0
Nava Del Barco,0
Nava Del Rey,0
Navacarros,1
Navacepedilla De Corneja,0
Navacerrada,16
Navaconcejo,0
Navadijos,0
Navaescurial,0
Navafría,0
Navahermosa,0
Navahondilla,0
Navajas,0
Navajún,0
Naval,0
Navalacruz,0
Navalafuente,2
Navalagamella,4
Navalcarnero,49
Navalcán,0
Navaleno,1
Navales,0
Navalilla,0
Navalmanzano,0
Navalmoral,0
Navalmoral De Béjar,0
Navalmoral De La Mata,0
Navalmoralejo,3
Navalonguilla,0
Navalosa,1
Navalperal De Pinares,1
Navalperal De Tormes,0
Navalpino,0
Navaluenga,0
Navalvillar De Ibor,0
Navalvillar De Pela,0
Navamorales,0
Navamorcuende,1
Navaquesera,0
Navarcles,5
Navardún,0
Navares De Ayuso,0
Navares De Enmedio,1
Navares De Las Cuevas,0
Navaridas,2
Navarredonda De Gredos,0
Navarredonda De La Rinconada,0
Navarredonda Y San Mamés,0
Navarredondilla,0
Navarrete,6
Navarrevisca,0
Navarrés,0
Navas De Bureba,0
Navas De Estena,0
Navas De Jorquera,0
Navas De Oro,0
Navas De Riofrío,1
Navas De San Antonio,0
Navas De San Juan,0
Navas Del Madroño,0
Navas Del Rey,6
Navascués/Nabaskoze,3
Navasfrías,0
Navata,1
Navatalgordo,0
Navatejares,0
Navezuelas,0
Navia,2
Navia De Suarna,0
Navianos De Valverde,0
Navàs,0
Navès,0
Nazar,1
Nebreda,1
Neda,13
Negredo,0
Negreira,8
Negrilla De Palencia,1
Negueira De Muñiz,0
Neila,0
Neila De San Miguel,0
Nepas,0
Nerja,32
Nerpio,0
Nerva,0
Nestares,0
Nevada,1
Niebla,0
Nieva,1
Nieva De Cameros,0
Nigrán,15
Nigüelas,0
Nigüella,0
Niharra,0
Noalejo,2
Noblejas,0
Noceda Del Bierzo,0
Noez,0
Nogal De Las Huertas,0
Nogales,0
Nogueira De Ramuín,0
Noguera De Albarracín,0
Nogueras,0
Nogueruelas,0
Noia,9
Noja,2
Nolay,0
Nombela,2
Nombrevilla,0
Nonaspe,0
Noreña,4
Novales,0
Novallas,0
Novelda,3
Novelé/Novetlè,0
Noviercas,0
Novillas,0
Novés,0
Noáin (Valle De Elorz)/Noain (Elortzibar),6
Nueno,1
Nueva Carteya,0
Nueva Villa De Las Torres,0
Nuevo Baztán,19
Nuez De Ebro,2
Nules,0
Nulles,1
Numancia De La Sagra,0
Nuévalos,2
Nuño Gómez,2
Nuñomoral,1
Nàquera/Náquera,17
Nájera,1
Níjar,25
Nívar,5
O Barco De Valdeorras,0
O Bolo,1
O Carballiño,0
O Corgo,2
O Grove,6
O Incio,0
O Irixo,1
O Pereiro De Aguiar,1
O Pino,11
O Porriño,60
O Páramo,0
O Rosal,5
O Saviñao,9
O Valadouro,2
O Vicedo,12
Obanos,3
Obejo,0
Obón,0
Ocaña,1
Ocentejo,0
Ochagavía/Otsagabia,1
Ochánduri,0
Oco,1
Ocón,0
Odieta,4
Odèn,0
Odón,0
Oencia,0
Ogassa,0
Ogíjares,50
Ohanes,0
Oia,7
Oiartzun,23
Oiz,0
Ojacastro,0
Ojos Negros,0
Ojos-Albos,1
Ojén,4
Ojós,0
Okondo,23
Olaberria,0
Olaibar,3
Olazti/Olazagutía,1
Olba,2
Olea De Boedo,0
Oleiros,87
Olejua,0
Olesa De Bonesvalls,5
Olesa De Montserrat,4
Oliana,1
Oliete,0
Oliola,3
Olite/Erriberri,4
Olius,1
Oliva,3
Oliva De La Frontera,0
Oliva De Mérida,0
Oliva De Plasencia,0
Olivares,1
Olivares De Duero,1
Olivares De Júcar,0
Olivella,0
Olivenza,0
Ollauri,0
Olmeda De Cobeta,0
Olmeda De La Cuesta,0
Olmeda De Las Fuentes,4
Olmeda Del Rey,0
Olmedilla De Alarcón,0
Olmedilla De Eliz,0
Olmedillo De Roa,0
Olmedo,0
Olmedo De Camaces,0
Olmillos De Castro,0
Olmillos De Muñó,0
Olmos De Esgueva,1
Olmos De Ojeda,0
Olmos De Peñafiel,0
Olocau,0
Olocau Del Rey,0
Olombrada,0
Olost,0
Olot,13
Olula De Castro,0
Olula Del Río,4
Olvan,6
Olvena,0
Olvera,26
Olvés,0
Olèrdola,2
Olías Del Rey,1
Olóriz/Oloritz,6
Oncala,1
Onda,19
Ondara,9
Ondarroa,9
Onil,1
Ontinyent,0
Ontiñena,0
Ontur,0
Ontígola,0
Onzonilla,0
Onís,7
Oquillas,0
Orba,2
Orbaizeta,1
Orbaneja Riopico,1
Orbara,1
Orbita,1
Orcajo,0
Orce,0
Orcera,0
Ordes,32
Ordis,0
Ordizia,5
Orea,0
Orejana,0
Orellana De La Sierra,1
Orellana La Vieja,1
Orendain,0
Orera,0
Orexa,0
Organyà,0
Orgaz,0
Oria,0
Orihuela,48
Orihuela Del Tremedal,0
Orio,0
Oristà,0
Orkoien,2
Ormaiztegi,0
Oronz/Orontze,1
Oropesa,0
Oroso,12
Oroz-Betelu/Orotz-Betelu,2
Orozko,10
Orpesa/Oropesa Del Mar,19
Orpí,0
Orreaga/Roncesvalles,2
Orrios,0
Ortigosa De Cameros,0
Ortigosa De Pestaño,0
Ortigosa Del Monte,1
Ortigueira,3
Ortuella,21
Orusco De Tajuña,4
Orxeta,0
Orés,0
Orís,0
Orísoain,1
Os Blancos,0
Os De Balaguer,3
Osa De La Vega,0
Oseja,0
Oseja De Sajambre,0
Osera De Ebro,1
Osor,0
Osornillo,0
Osorno La Mayor,2
Ossa De Montiel,0
Osso De Cinca,4
Ossó De Sió,0
Osuna,0
Oteiza,1
Otero,0
Otero De Bodas,1
Otero De Herreros,4
Otos,1
Otxandio,14
Otívar,0
Ourense,74
Ourol,7
Outeiro De Rei,1
Outes,1
Oviedo,529
Oyón-Oion,6
Oza-Cesuras,6
Oímbra,0
Oña,2
Oñati,5
Pacs Del Penedès,2
Paderne,4
Paderne De Allariz,6
Padiernos,0
Padilla De Abajo,1
Padilla De Arriba,0
Padrenda,0
Padrones De Bureba,0
Padrón,9
Padul,4
Padules,1
Paiporta,0
Pajarejos,0
Pajares De Adaja,0
Pajares De La Laguna,0
Pajares De La Lampreana,1
Pajares De Los Oteros,0
Pajaroncillo,0
Pajarón,0
Palacios De Goda,1
Palacios De La Sierra,1
Palacios De La Valduerna,0
Palacios De Riopisuerga,0
Palacios De Sanabria,2
Palacios Del Arzobispo,0
Palacios Del Pan,0
Palacios Del Sil,3
Palaciosrubios,0
Palafolls,1
Palafrugell,50
Palamós,8
Palanques,0
Palas De Rei,8
Palau De Santa Eulàlia,0
Palau-Sator,8
Palau-Saverdera,1
Palau-Solità I Plegamans,19
Palazuelo De Vedija,0
Palazuelos De Eresma,5
Palazuelos De La Sierra,0
Palazuelos De Muñó,0
Palencia,113
Palencia De Negrilla,0
Palenciana,0
Palenzuela,0
Pallejà,8
Palma,973
Palma De Gandía,0
Palma Del Río,1
Palmera,0
Palo,0
Palol De Revardit,5
Palomar De Arroyos,0
Palomares Del Campo,0
Palomares Del Río,6
Palomas,0
Palomeque,0
Palomera,0
Palomero,0
Palos De La Frontera,11
Pals,4
Pampaneira,0
Pampliega,1
Pamplona/Iruña,328
Pancorbo,2
Pancrudo,0
Paniza,1
Panticosa,4
Pantoja,0
Pantón,0
Papatrigo,0
Paracuellos,0
Paracuellos De Jarama,23
Paracuellos De Jiloca,0
Paracuellos De La Ribera,0
Parada De Arriba,0
Parada De Rubiales,1
Parada De Sil,2
Paradas,0
Paradela,1
Paradinas De San Juan,0
Parauta,1
Parcent,0
Pardilla,0
Pardines,0
Pardos,0
Paredes,0
Paredes De Escalona,0
Paredes De Nava,2
Paredes De Sigüenza,0
Pareja,0
Parets Del Vallès,10
Parla,50
Parlavà,0
Parres,1
Parrillas,0
Partaloa,0
Partido De La Sierra En Tobalina,0
Parzoneria De Entzia,0
Parzonería General De Guipúzcoa Y Álava,0
Pasaia,11
Pasarón De La Vera,0
Pascualcobo,0
Passanant I Belltall,0
Pastores,0
Pastrana,2
Pastriz,2
Paterna,28
Paterna De Rivera,0
Paterna Del Campo,0
Paterna Del Madera,0
Paterna Del Río,0
Patones,1
Pau,0
Pavías,0
Paymogo,0
Payo De Ojeda,0
Pazos De Borbén,1
Pazuengos,0
Paüls,0
Peal De Becerro,1
Pechina,5
Pedrafita Do Cebreiro,5
Pedrajas De San Esteban,3
Pedralba,0
Pedralba De La Pradería,0
Pedraza,1
Pedraza De Alba,0
Pedraza De Campos,0
Pedreguer,1
Pedrera,0
Pedret I Marzà,0
Pedrezuela,1
Pedro Abad,0
Pedro Bernardo,0
Pedro Martínez,0
Pedro Muñoz,0
Pedro-Rodríguez,0
Pedroche,0
Pedrola,3
Pedrosa De Duero,1
Pedrosa De La Vega,0
Pedrosa De Río Úrbel,0
Pedrosa Del Príncipe,0
Pedrosa Del Páramo,0
Pedrosa Del Rey,1
Pedrosillo De Alba,0
Pedrosillo De Los Aires,1
Pedrosillo El Ralo,1
Pedroso,0
Pedroso De Acim,0
Pegalajar,0
Pego,1
Peguerinos,2
Pelabravo,0
Pelahustán,0
Pelarrodríguez,0
Pelayos,0
Pelayos De La Presa,6
Pelayos Del Arroyo,0
Peleagonzalo,0
Peleas De Abajo,1
Peligros,43
Penagos,1
Penelles,1
Penàguila,0
Peníscola/Peñíscola,4
Pepino,0
Peque,1
Peracense,0
Perafita,0
Perafort,0
Peral De Arlanza,1
Peralada,0
Peraleda De La Mata,0
Peraleda De San Román,1
Peraleda Del Zaucejo,0
Peralejos,0
Peralejos De Abajo,1
Peralejos De Arriba,0
Peralejos De Las Truchas,1
Perales,1
Perales De Tajuña,6
Perales Del Alfambra,0
Perales Del Puerto,2
Peralta De Alcofea,0
Peralta De Calasanz,0
Peralta/Azkoien,4
Peraltilla,1
Peralveche,0
Peramola,1
Peranzanes,0
Perarrúa,0
Perdiguera,1
Pereruela,0
Pereña De La Ribera,0
Periana,1
Perilla De Castro,0
Peromingo,0
Perosillo,0
Pertusa,1
Pesaguero,0
Pescueza,1
Pesoz,0
Pesquera,2
Pesquera De Duero,1
Petilla De Aragón,0
Petra,0
Petrer,9
Petrés,0
Petín,0
Pezuela De Las Torres,1
Peñacaballera,0
Peñacerrada-Urizaharra,2
Peñafiel,1
Peñaflor,0
Peñaflor De Hornija,0
Peñalba,2
Peñalba De Ávila,0
Peñalsordo,0
Peñalver,0
Peñalén,1
Peñamellera Alta,3
Peñamellera Baja,3
Peñaparda,0
Peñaranda De Bracamonte,0
Peñaranda De Duero,0
Peñarandilla,0
Peñarroya De Tastavins,0
Peñarroya-Pueblonuevo,0
Peñarrubia,1
Peñas De San Pedro,0
Peñascosa,0
Peñausende,0
Peñón De Alhucemas,0
Peñón De Vélez De La Gomera,0
Picanya,0
Picassent,1
Picón,0
Piedrabuena,0
Piedrahita De Castro,0
Piedrahíta,1
Piedralaves,0
Piedramillera,0
Piedras Albas,1
Piedratajada,1
Piera,18
Pilar De La Horadada,12
Pilas,0
Piles,0
Piloña,6
Pina De Ebro,5
Pina De Montalgrao,0
Pinarejo,0
Pinarejos,0
Pinarnegrillo,1
Pineda De Gigüela,0
Pineda De La Sierra,0
Pineda De Mar,1
Pineda Trasmonte,0
Pinedas,0
Pinell De Solsonès,0
Pinet,0
Pinilla De Jadraque,0
Pinilla De Los Barruecos,2
Pinilla De Los Moros,0
Pinilla De Molina,0
Pinilla De Toro,0
Pinilla Del Campo,0
Pinilla Del Valle,0
Pinilla Trasmonte,0
Pinillos,0
Pino Del Oro,0
Pino Del Río,0
Pinofranqueado,0
Pinos Genil,22
Pinos Puente,31
Pinseque,12
Pinto,31
Pinós,0
Piornal,1
Pioz,1
Piqueras,0
Piqueras Del Castillo,0
Pira,0
Piracés,0
Pitarque,0
Pitiegua,0
Pitillas,2
Pizarra,9
Pizarral,0
Piélagos,24
Piérnigas,0
Piña De Campos,0
Piña De Esgueva,0
Piñel De Abajo,1
Piñel De Arriba,1
Piñor,0
Piñuécar-Gandullas,1
Plan,0
Planes,0
Planoles,0
Plasencia,103
Plasencia De Jalón,0
Plasenzuela,0
Pleitas,0
Plenas,1
Plentzia,6
Pliego,0
Plou,0
Población De Arroyo,1
Población De Campos,1
Población De Cerrato,1
Pobladura De Pelayo García,0
Pobladura De Valderaduey,0
Pobladura Del Valle,0
Poblete,0
Poboleda,0
Poio,10
Pol,6
Polaciones,1
Polanco,8
Polentinos,0
Poleñino,0
Polinyà,14
Polinyà De Xúquer,0
Pollença,36
Pollos,0
Polop,2
Polopos,2
Polán,0
Polícar,0
Pomar De Valdivia,1
Pomer,0
Ponferrada,198
Ponga,0
Pont De Molins,0
Ponte Caldelas,16
Ponteareas,32
Ponteceso,1
Pontecesures,3
Pontedeume,3
Pontedeva,0
Pontevedra,33
Pontils,0
Pontons,0
Ponts,0
Pontós,2
Porcuna,0
Porqueira,0
Porqueres,6
Porrera,0
Porreres,8
Portaje,0
Portalrubio De Guadamejud,0
Portas,0
Portbou,1
Portell De Morella,0
Portezuelo,0
Portilla,0
Portillo,2
Portillo De Soria,0
Portillo De Toledo,0
Porto,0
Porto Do Son,10
Portomarín,6
Portugalete,41
Porzuna,1
Posada De Valdeón,1
Posadas,4
Potes,0
Potries,0
Poveda,0
Poveda De La Sierra,1
Poveda De Las Cintas,0
Povedilla,0
Poyales Del Hoyo,0
Poyatos,0
Poza De La Sal,1
Poza De La Vega,0
Pozal De Gallinas,0
Pozaldez,0
Pozalmuro,0
Pozanco,0
Pozo Alcón,0
Pozo Cañada,0
Pozo De Almoguera,0
Pozo De Guadalajara,1
Pozo De Urama,1
Pozo-Lorente,0
Pozoamargo,0
Pozoantiguo,0
Pozoblanco,0
Pozohondo,0
Pozondón,0
Pozorrubielos De La Mancha,0
Pozorrubio De Santiago,0
Pozos De Hinojo,0
Pozuel De Ariza,0
Pozuel Del Campo,0
Pozuelo,0
Pozuelo De Alarcón,264
Pozuelo De Aragón,0
Pozuelo De Calatrava,0
Pozuelo De La Orden,0
Pozuelo De Tábara,0
Pozuelo De Zarzón,0
Pozuelo Del Páramo,0
Pozuelo Del Rey,3
Pozán De Vero,0
Pradejón,0
Pradell De La Teixeta,2
Prades,0
Pradilla De Ebro,0
Pradillo,0
Prado,0
Prado De La Guzpeña,0
Prado Del Rey,0
Pradoluengo,0
Prados Redondos,0
Pradosegar,0
Prat De Comte,0
Pratdip,0
Prats De Lluçanès,2
Prats I Sansor,0
Pravia,0
Preixana,1
Preixens,0
Premià De Dalt,9
Premià De Mar,20
Presencio,0
Priaranza Del Bierzo,0
Priego,0
Priego De Córdoba,3
Prioro,0
Proaza,15
Prullans,0
Pruna,0
Prádanos De Bureba,0
Prádanos De Ojeda,0
Prádena,0
Prádena De Atienza,0
Prádena Del Rincón,1
Préjano,0
Puebla De Albortón,0
Puebla De Alcocer,0
Puebla De Almenara,0
Puebla De Arenoso,1
Puebla De Azaba,0
Puebla De Beleña,1
